Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2024,aston martin,ASX,Aston Martin,DB12 V8,5723PT5601,0,4.000,RASXV04.0AES,Car,680,8,177850,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.08,24.8,1,Not eqipped,RASX10082337,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0256,0.536,484.329,0.008,,0.0089,0.0039,18.3000000,MPG,17.8185,17.0058,21.6199,,-0.1,-0.2,-0.35,53.240,0.22280,0.022100,5.670,0.00830,0.022100,TWC,Three-way catalyst,N,,,N,No averaging
2024,aston martin,ASX,Aston Martin,DB12 V8,5723PT5601,0,4.000,RASXV04.0AES,Car,680,8,177850,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.08,24.8,1,Not eqipped,RASX10082338,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0007,0.04,283.235,0.007,,,,31.3000000,MPG,,,,,8.72,7.09,-0.42,53.240,0.22280,0.022100,5.670,0.00830,0.022100,TWC,Three-way catalyst,N,,,N,No averaging
2024,aston martin,ASX,Aston Martin,DBX,8001PT8342,1,4.000,MASXJ04.0AEX,Both,550,8,177950,A,Automatic,9,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.06,21.0,1,Not eqipped,MASX10071301,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0146,0.12,521.26,0.009,,0.0028,,17.2000000,MPG,15.9395,16.3355,19.323,,-3.1,-2.44,-2.11,60.680,-0.32860,0.037300,-4.880,-0.53180,0.036700,TWC,Three-way catalyst,N,,,N,No averaging
2024,aston martin,ASX,Aston Martin,DBX,8001PT8342,1,4.000,MASXJ04.0AEX,Both,550,8,177950,A,Automatic,9,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.06,21.0,1,Not eqipped,MASX10071328,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0,0,327.54,0.002,,,,27.4000000,MPG,,,,,-5.24,-4.37,-0.88,60.680,-0.32860,0.037300,-4.880,-0.53180,0.036700,TWC,Three-way catalyst,N,,,N,No averaging
2024,aston martin,ASX,Aston Martin,DBX 707,8841PT8473,0,4.000,PASXJ04.0AEX,Both,707,8,177950,A,Automatic,9,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.27,22.0,1,Not eqipped,PASX10073957,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0156,0.15,486.75,0.011,0.0004,0.004,,18.5000000,MPG,17.7311,17.8284,20.4728,,-0.84,-1,-0.38,60.680,-0.32860,0.037300,-4.880,-0.53180,0.036700,TWC,Three-way catalyst,N,,,N,No averaging
2024,aston martin,ASX,Aston Martin,DBX 707,8841PT8473,0,4.000,PASXJ04.0AEX,Both,707,8,177950,A,Automatic,9,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.27,22.0,1,Not eqipped,PASX10073958,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0,0.02,331.48,0.003,,,,27.2000000,MPG,,,,,-5.03,-4.16,-1.21,60.680,-0.32860,0.037300,-4.880,-0.53180,0.036700,TWC,Three-way catalyst,N,,,N,No averaging
2024,aston martin,ASX,Aston Martin,Valour,6901PT6826,0,5.200,RASXV05.2AM5,Car,715,12,AM31A/,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.54,32.4,1,Not eqipped,RASX10082977,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0461,0.55,586.89,0.028,,0.0093,0.0012,15.2000000,MPG,14.4622,13.8381,17.6982,,-3.69,-2.57,-1.08,47.680,0.53690,0.019700,30.690,0.12300,0.021800,TWC,Three-way catalyst,N,,,N,No averaging
2024,aston martin,ASX,Aston Martin,Valour,6901PT6826,0,5.200,RASXV05.2AM5,Car,715,12,AM31A/,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.54,32.4,1,Not eqipped,RASX10082978,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0003,0.07,362.37,0.002,,,,24.7000000,MPG,,,,,-1.3,-0.72,-0.49,47.680,0.53690,0.019700,30.690,0.12300,0.021800,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,228i Gran Coupe,7F72606,0,2.000,MBMXJ02.0B4X,Both,228,4,B46A20O1F44S,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,2.95,27.4,1,Not eqipped,MBMX10066519,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.006645,0.2468089,278.7595253,0.0024674,,0.0012075,0.0000974,31.5000000,MPG,30.1827419,31.3991673,32.6334241,,1.8777509,1.2294827,-0.5189583,36.300,0.04300,0.018230,18.100,0.00900,0.018230,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,228i Gran Coupe,7F72606,0,2.000,MBMXJ02.0B4X,Both,228,4,B46A20O1F44S,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,2.95,27.4,1,Not eqipped,MBMX10066520,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000649,0.0029978,175.4953204,0.0023005,,0,,50.2000000,MPG,,,,,4.9086058,3.6863503,-0.7241056,36.300,0.04300,0.018230,18.100,0.00900,0.018230,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,228i Gran Coupe,7F72606,1,2.000,MBMXJ02.0B4X,Both,228,4,B46A20O1F44S,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,2.95,27.4,1,Not eqipped,MBMX10066437,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0050199,0.2178812,287.6702787,0.0021871,,0.0009271,0.0001464,30.5000000,MPG,29.3779033,30.6320866,31.2650652,,0.0977668,-0.1607076,-0.9348916,47.300,0.06700,0.017810,26.800,0.22800,0.015640,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,228i Gran Coupe,7F72606,1,2.000,MBMXJ02.0B4X,Both,228,4,B46A20O1F44S,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,2.95,27.4,1,Not eqipped,MBMX10066440,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00003,0.0015,191.3054,0.0021,,0,,46.0000000,MPG,,,,,4.838,3.388,-0.363,47.300,0.06700,0.017810,26.800,0.22800,0.015640,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,0,2.000,LBMXJ02.0B4X,Both,228,4,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.95,27.4,1,Not eqipped,LBMX10062748,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0073892,0.1843343,296.4722894,0.0048707,,0.0011585,0.0008847,29.7000000,MPG,27.8056412,29.782452,30.7947359,,0.824719,0.6517522,-0.5508383,41.300,-0.10500,0.019650,0.300,0.09200,0.016930,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,0,2.000,LBMXJ02.0B4X,Both,228,4,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.95,27.4,1,Not eqipped,LBMX10062749,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0004115,0.0010223,182.9377615,0.0036324,,0.0000395,,48.0000000,MPG,,,,,-0.945823,-1.465584,-1.1639887,41.300,-0.10500,0.019650,0.300,0.09200,0.016930,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,1,2.000,LBMXJ02.0B4X,Both,228,4,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.95,27.4,1,Not eqipped,LBMX10062750,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0005331,0,194.3658064,0.0048682,,0.000219,,45.3000000,MPG,,,,,0.874501,0.924156,-0.8169575,52.500,-0.08000,0.019680,12.400,0.05900,0.017110,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,1,2.000,LBMXJ02.0B4X,Both,228,4,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.95,27.4,1,Not eqipped,LBMX10062751,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0070675,0.1985082,302.3054144,0.0092353,,0.0011716,0.0010109,29.1000000,MPG,27.5270691,29.0937158,30.1670278,,-0.8093587,-0.4956958,-0.6234334,52.500,-0.08000,0.019680,12.400,0.05900,0.017110,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,230i Coupe,8C99708,0,2.000,RBMXJ02.0M48,Both,255,,B48B20O1G42S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,2.81,24.0,1,Not eqipped,RBMX10080494,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0130692,0.2718946,255.2515051,0.0207015,,0.002597,0.0010268,34.3000000,MPG,31.6897224,33.7879855,37.3362233,,-0.0383913,-0.1205439,-1.0045876,43.100,-0.11700,0.019800,14.100,0.12600,0.017060,,,N,,,N,No averaging
2024,BMW,BMX,BMW,230i Coupe,8C99708,0,2.000,RBMXJ02.0M48,Both,255,,B48B20O1G42S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,2.81,24.0,1,Not eqipped,RBMX10080495,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000579,0.064103,172.3131782,0.0026225,,0.0000437,,50.9000000,MPG,,,,,1.9233412,1.6548267,-0.4830448,43.100,-0.11700,0.019800,14.100,0.12600,0.017060,,,N,,,N,No averaging
2024,BMW,BMX,BMW,230i xDrive Coupe,8C35761,1,2.000,RBMXV02.0M48,Car,255,4,B48B20O1G42X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,2.81,23.9,1,Not eqipped,RBMX10080950,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0115473,0.3395275,273.1146393,0.0279801,,0.0023865,0.0011699,32.0000000,MPG,30.0542659,31.5754676,34.6677226,,0.7104667,0.3581601,-0.2706259,55.700,-0.48900,0.023880,16.000,-0.29500,0.020110,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,230i xDrive Coupe,8C35761,1,2.000,RBMXV02.0M48,Car,255,4,B48B20O1G42X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,2.81,23.9,1,Not eqipped,RBMX10080953,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0061354,0.071122,181.0704692,0.0042406,,0.0015153,,48.3000000,MPG,,,,,1.7702181,1.2518345,-0.5482723,55.700,-0.48900,0.023880,16.000,-0.29500,0.020110,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,230i xDrive Coupe,8C35761,1,2.000,RBMXV02.0M48,Car,255,4,B48B20O1G42X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,2.81,23.9,1,Not eqipped,RBMX10080954,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0114946,0.4113575,278.171571,0.0243147,,0.0024417,0.0013507,31.4000000,MPG,29.2371769,30.894695,34.5207257,,1.7692389,1.2591976,0.1662136,55.700,-0.48900,0.023880,16.000,-0.29500,0.020110,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e Sedan,FM00670,0,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10075025,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.0366237,1.3297786,389.7266189,,,0.0068656,,22.4000000,MPG,16.4,24.7,24.9,,2.3249876,1.6662514,1.309495,51.200,0.03600,0.019820,11.900,0.35600,0.015610,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e Sedan,FM00670,0,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10075028,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0030048,1.0034834,471.2195336,0.0020132,,0.0027716,,18.7000000,MPG,,,,,0.1678028,-0.0649275,0.4441355,46.100,0.03300,0.017840,15.900,0.25800,0.015090,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e Sedan,FM00670,0,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10075029,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0014415,0.1452481,293.2779755,0.0069051,,0.0006617,,30.1000000,MPG,19.4,35.6,,,-7.3565058,-4.8348697,-2.0926191,46.100,0.03300,0.017840,15.900,0.25800,0.015090,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e Sedan,FM00670,0,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10075030,MFR,No,,,,,81,Charge Depleting UDDS,61,Tier 2 Cert Gasoline,CD,,,,,,,,,MPG,,,,,,,,46.100,0.03300,0.017840,15.900,0.25800,0.015090,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e Sedan,FM00670,0,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10075031,MFR,No,,,,,84,Charge Depleting Highway,61,Tier 2 Cert Gasoline,CD,,,,,,,,,MPG,,,,,,,,46.100,0.03300,0.017840,15.900,0.25800,0.015090,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e Sedan,FM00670,0,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10075081,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01045,0.5793,253.3888,0.00175,,0.00239,0.00011,34.8000000,MPG,25.8,44.7,29,46.4,0.153,0.077,-0.035,46.100,0.03300,0.017840,15.900,0.25800,0.015090,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e Sedan,FM00670,0,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10075082,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000205,0.0320254,190.4000066,0.0025884,,0,,46.4000000,MPG,,,,,0.0423637,-0.1868767,0.0673244,46.100,0.03300,0.017840,15.900,0.25800,0.015090,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e xDrive Sedan,FM00680,1,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10074501,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0025934,1.7574886,492.8673951,0.0019386,,0.0022244,,17.8000000,MPG,,,,,-0.6685767,-0.1411526,0.1405013,59.500,-0.50700,0.023980,8.700,-0.01100,0.018020,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e xDrive Sedan,FM00680,1,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10074502,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.0265676,0.8872027,377.771701,,,0.0049809,,23.1000000,MPG,17.1,24.4,27.8,,0.2865683,0.0684234,0.05121,66.100,-0.56300,0.026650,0.300,-0.04200,0.018300,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e xDrive Sedan,FM00680,1,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10074509,MFR,No,,,,,81,Charge Depleting UDDS,61,Tier 2 Cert Gasoline,CD,,,,,,,,,MPG,,,,,,,,59.500,-0.50700,0.023980,8.700,-0.01100,0.018020,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e xDrive Sedan,FM00680,1,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX10074511,MFR,No,,,,,84,Charge Depleting Highway,61,Tier 2 Cert Gasoline,CD,,,,,,,,,MPG,,,,,,,,59.500,-0.50700,0.023980,8.700,-0.01100,0.018020,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e xDrive Sedan,FM00680,1,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX91005115,EPA,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.001002,0.1539087,294.2496338,0.0093485,0.000276,0.0006243,0,30.2000000,MPG,20.261322,34.9926491,,,-2.0977256,-1.1530232,-0.9604596,59.500,-0.50700,0.023980,8.700,-0.01100,0.018020,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e xDrive Sedan,FM00680,1,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX91005116,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0004932,0,192.9428406,0.0022582,,0.0000993,0,46.0000000,MPG,,,,,6.5473895,5.3009143,0.6257566,59.500,-0.50700,0.023980,8.700,-0.01100,0.018020,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330e xDrive Sedan,FM00680,1,2.000,PBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.23,28.8,1,Not eqipped,PBMX91005136,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0154457,0.6325353,275.324585,0.0011384,,0.0019914,0.0000132,32.2000000,MPG,21.7223339,35.8822289,30.6768208,45.9169159,2.590786,1.8644468,1.1542522,59.500,-0.50700,0.023980,8.700,-0.01100,0.018020,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330i Sedan,FM00689,0,2.000,PBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,PBMX10076007,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0063319,0.4061563,268.0063251,0.0025451,,0.002436,0.0010429,32.9000000,MPG,30.9485398,32.0745975,36.1558821,,2.24634,1.8204224,0.3737682,44.600,-0.12600,0.018910,19.500,0.16200,0.014870,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330i Sedan,FM00689,0,2.000,PBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,PBMX10076008,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0002279,0.0484963,174.9979795,0.0025463,,0.0000102,,50.4000000,MPG,,,,,0.5441753,0.2556612,-0.5803077,44.600,-0.12600,0.018910,19.500,0.16200,0.014870,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330i Sedan,FM00689,0,2.000,PBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,PBMX10076010,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0057168,0.2645867,263.6137963,0.0034233,,0.0016877,0.0011323,33.4000000,MPG,31.2431004,32.8029193,36.7335664,,1.4924948,0.6817256,-0.9643801,44.600,-0.12600,0.018910,19.500,0.16200,0.014870,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330i Sedan,FM00689,1,2.000,PBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,PBMX91005150,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.009918,0.5400698,283.7138062,0.0036097,0.0001406,0.0025903,0.000849,31.2000000,MPG,28.616888,30.9199886,34.0424652,,2.2327898,1.3008628,0.0709861,51.500,-0.10300,0.019380,21.400,0.28700,0.015020,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330i Sedan,FM00689,1,2.000,PBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,PBMX91005151,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000353,0.027169,192.2844238,0.0023721,,0.0060534,0.0000179,46.2000000,MPG,,,,,9.9680271,7.6427236,0.8044783,51.500,-0.10300,0.019380,21.400,0.28700,0.015020,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330i xDrive Sedan,FM00688,0,2.000,PBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,2.81,24.0,1,Not eqipped,PBMX10075987,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0064011,0.2482338,286.3600668,0.0025142,,0.0014329,0.0005203,30.8000000,MPG,30.2233876,30.8519363,31.1315246,,-0.7822432,-0.6710382,-1.7896872,49.100,-0.14900,0.020010,7.000,0.11100,0.015500,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330i xDrive Sedan,FM00688,0,2.000,PBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,2.81,24.0,1,Not eqipped,PBMX10075988,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0,0.0002447,182.3254313,0.0023354,,0,,48.5000000,MPG,,,,,0.7195259,0.7611545,0.1071425,49.100,-0.14900,0.020010,7.000,0.11100,0.015500,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330i xDrive Sedan,FM00688,1,2.000,PBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,2.81,24.0,1,Not eqipped,PBMX10075989,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0066065,0.4076513,297.6909668,0.0018809,,0.0016952,0.0004551,29.6000000,MPG,27.8186549,29.110943,32.0918873,,3.0629696,1.9679191,0.4284967,56.200,-0.12700,0.020490,11.600,0.09800,0.016760,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,330i xDrive Sedan,FM00688,1,2.000,PBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,2.81,24.0,1,Not eqipped,PBMX10075990,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0000296,0.0308598,197.4707979,0.0022165,,0.0000079,,44.8000000,MPG,,,,,6.6358691,5.6126018,0.0881119,56.200,-0.12700,0.020490,11.600,0.09800,0.016760,TWC,Three-way catalyst,N,,,N,No averaging
2024,BMW,BMX,BMW,430i Convertible,CE02317,0,2.000,MBMXJ02.0B4X,Both,255,4,B46B20O1G23S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.81,24.0,1,Not eqipped,MBMX10066521,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0068297,0.4669734,289.4469857,0.0078076,,0.0019236,0.0043397,30.3000000,MPG,28.7732857,29.5993011,33.0036517,,2.0474733,1.1392769,-0.4610578,50.600,-0.14800,0.018950,22.100,0.22500,0.014310,TWC,Three-way catalyst,N,,,N,No averaging
